XS (b),Ea (eV)
5.631600000000000e-02,4.571100000000000e+06
6.501600000000000e-02,4.572400000000000e+06
7.776300000000000e-02,4.573600000000000e+06
9.694700000000001e-02,4.574800000000000e+06
1.245300000000000e-01,4.576100000000000e+06
1.551600000000000e-01,4.577300000000000e+06
1.682500000000000e-01,4.578500000000000e+06
1.543200000000000e-01,4.579700000000000e+06
1.328200000000000e-01,4.581000000000000e+06
1.175300000000000e-01,4.582200000000000e+06
1.071300000000000e-01,4.584700000000000e+06
1.116500000000000e-01,4.587100000000000e+06
1.168100000000000e-01,4.588400000000000e+06
1.219600000000000e-01,4.589600000000000e+06
1.307400000000000e-01,4.592100000000000e+06
1.302500000000000e-01,4.594500000000000e+06
1.171900000000000e-01,4.597000000000000e+06
9.648900000000001e-02,4.599400000000000e+06
7.570100000000000e-02,4.601900000000000e+06
5.885500000000000e-02,4.604400000000000e+06
4.649400000000000e-02,4.606800000000000e+06
3.864900000000000e-02,4.609300000000000e+06
3.314400000000000e-02,4.611700000000000e+06
2.930200000000000e-02,4.614200000000000e+06
2.663300000000000e-02,4.616700000000000e+06
2.479700000000000e-02,4.619100000000000e+06
2.249500000000000e-02,4.625300000000000e+06
2.206400000000000e-02,4.631400000000000e+06
2.263600000000000e-02,4.637600000000000e+06
2.441900000000000e-02,4.656000000000000e+06
2.631500000000000e-02,4.680600000000000e+06
3.534200000000000e-02,4.729800000000000e+06
3.469500000000000e-02,4.779000000000000e+06
3.317200000000000e-02,4.803700000000000e+06
3.221400000000000e-02,4.818700000000000e+06
3.183500000000000e-02,4.828300000000000e+06
3.304000000000000e-02,4.852900000000000e+06
3.577800000000000e-02,4.877500000000000e+06
4.374400000000000e-02,4.902100000000000e+06
6.648300000000000e-02,4.926700000000000e+06
9.604699999999999e-02,4.951300000000000e+06
1.224100000000000e-01,4.975900000000000e+06
1.095500000000000e-01,5.000500000000000e+06
9.693475999999999e-02,5.013370000000000e+06
9.310019999999999e-02,5.020000000000000e+06
8.576570000000000e-02,5.030000000000000e+06
8.270020000000000e-02,5.040000000000000e+06
8.242200000000000e-02,5.050000000000000e+06
8.405400000000000e-02,5.060000000000000e+06
8.708800000000000e-02,5.070000000000000e+06
9.121300000000000e-02,5.080000000000000e+06
9.622300000000000e-02,5.090000000000000e+06
1.019600000000000e-01,5.100000000000000e+06
1.082800000000000e-01,5.110000000000000e+06
1.145736000000000e-01,5.119310000000000e+06
1.150400000000000e-01,5.120000000000000e+06
1.220600000000000e-01,5.130000000000000e+06
1.291300000000000e-01,5.140000000000000e+06
1.360400000000000e-01,5.150000000000000e+06
1.425300000000000e-01,5.160000000000000e+06
1.483540000000000e-01,5.170000000000000e+06
1.532440000000000e-01,5.180000000000000e+06
1.570160000000000e-01,5.190000000000000e+06
1.595700000000000e-01,5.200000000000000e+06
1.607953000000000e-01,5.210000000000000e+06
1.607502000000000e-01,5.220000000000000e+06
1.595743000000000e-01,5.230000000000000e+06
1.573760000000000e-01,5.240000000000000e+06
1.544110000000000e-01,5.250000000000000e+06
1.508900000000000e-01,5.260000000000000e+06
1.470490000000000e-01,5.270000000000000e+06
1.431200000000000e-01,5.280000000000000e+06
1.394100000000000e-01,5.290000000000000e+06
1.365800000000000e-01,5.300000000000000e+06
1.377500000000000e-01,5.310000000000000e+06
1.747000000000000e-01,5.320000000000000e+06
1.833700000000000e-01,5.330000000000000e+06
1.453490000000000e-01,5.340000000000000e+06
1.361490000000000e-01,5.350000000000000e+06
1.330700000000000e-01,5.360000000000000e+06
1.325200000000000e-01,5.370000000000000e+06
1.336600000000000e-01,5.380000000000000e+06
1.362506000000000e-01,5.390000000000000e+06
1.401198000000000e-01,5.400000000000000e+06
1.451202000000000e-01,5.410000000000000e+06
1.509400000000000e-01,5.420000000000000e+06
1.569799000000000e-01,5.430000000000000e+06
1.624000000000000e-01,5.440000000000000e+06
1.662399000000000e-01,5.450000000000000e+06
1.676900000000000e-01,5.460000000000000e+06
1.664594000000000e-01,5.470000000000000e+06
1.628402000000000e-01,5.480000000000000e+06
1.576401000000000e-01,5.490000000000000e+06
1.516999000000000e-01,5.500000000000000e+06
1.457796000000000e-01,5.510000000000000e+06
1.403602000000000e-01,5.520000000000000e+06
1.356796000000000e-01,5.530000000000000e+06
1.318695000000000e-01,5.540000000000000e+06
1.288898000000000e-01,5.550000000000000e+06
1.266996000000000e-01,5.560000000000000e+06
1.252098000000000e-01,5.570000000000000e+06
1.243807000000000e-01,5.580000000000000e+06
1.241096000000000e-01,5.590000000000000e+06
1.241746000000000e-01,5.600000000000000e+06
1.243644000000000e-01,5.610000000000000e+06
1.246846000000000e-01,5.620000000000000e+06
1.251372000000000e-01,5.630000000000000e+06
1.257057000000000e-01,5.640000000000000e+06
1.264086000000000e-01,5.650000000000000e+06
1.272377000000000e-01,5.660000000000000e+06
1.281963000000000e-01,5.670000000000000e+06
1.292801000000000e-01,5.680000000000000e+06
1.304942000000000e-01,5.690000000000000e+06
1.318338000000000e-01,5.700000000000000e+06
1.333030000000000e-01,5.710000000000000e+06
1.348985000000000e-01,5.720000000000000e+06
1.366213000000000e-01,5.730000000000000e+06
1.384724000000000e-01,5.740000000000000e+06
1.404521000000000e-01,5.750000000000000e+06
1.425583000000000e-01,5.760000000000000e+06
1.447933000000000e-01,5.770000000000000e+06
1.471542000000000e-01,5.780000000000000e+06
1.496453000000000e-01,5.790000000000000e+06
1.522621000000000e-01,5.800000000000000e+06
1.550068000000000e-01,5.810000000000000e+06
1.578802000000000e-01,5.820000000000000e+06
1.608800000000000e-01,5.830000000000000e+06
1.699310000000000e-01,5.840000000000000e+06
1.779550000000000e-01,5.850000000000000e+06
1.885260000000000e-01,5.860000000000000e+06
2.025100000000000e-01,5.870000000000000e+06
2.206990000000000e-01,5.880000000000000e+06
2.439490000000000e-01,5.890000000000000e+06
2.741020000000000e-01,5.900000000000000e+06
3.155120000000000e-01,5.910000000000000e+06
3.590210000000000e-01,5.920000000000000e+06
4.007310000000000e-01,5.930000000000000e+06
4.367460000000000e-01,5.940000000000000e+06
4.631450000000000e-01,5.950000000000000e+06
4.760190000000000e-01,5.960000000000000e+06
4.707070000000000e-01,5.970000000000000e+06
4.516620000000000e-01,5.980000000000000e+06
4.227770000000000e-01,5.990000000000000e+06
3.878400000000000e-01,6.000000000000000e+06
3.506750000000000e-01,6.010000000000000e+06
3.150710000000000e-01,6.020000000000000e+06
2.842110000000000e-01,6.030000000000000e+06
2.588650000000000e-01,6.040000000000000e+06
2.385810000000000e-01,6.050000000000000e+06
2.228310000000000e-01,6.060000000000000e+06
2.111000000000000e-01,6.070000000000000e+06
2.028840000000000e-01,6.080000000000000e+06
1.976420000000000e-01,6.090000000000000e+06
1.948740000000000e-01,6.100000000000000e+06
1.940620000000000e-01,6.110000000000000e+06
1.946890000000000e-01,6.120000000000000e+06
1.962380000000000e-01,6.130000000000000e+06
1.982030000000000e-01,6.140000000000000e+06
1.997866000000000e-01,6.148560000000000e+06
2.000530000000000e-01,6.150000000000000e+06
2.015680000000000e-01,6.160000000000000e+06
2.027640000000000e-01,6.170000000000000e+06
2.036430000000000e-01,6.180000000000000e+06
2.042350000000000e-01,6.190000000000000e+06
2.045420000000000e-01,6.200000000000000e+06
1.757487000000000e-01,6.400000000000000e+06
1.751133000000000e-01,6.410120000000000e+06
1.631905000000000e-01,6.600000000000000e+06
2.049002000000000e-01,6.800000000000000e+06
2.553020000000000e-01,7.000000000000000e+06
2.784810000000000e-01,7.200000000000000e+06
2.802800000000000e-01,7.400000000000000e+06
2.760800000000000e-01,7.600000000000000e+06
2.731927000000000e-01,7.800000000000000e+06
2.709428000000000e-01,8.000000000000000e+06
2.682514000000000e-01,8.200000000000000e+06
2.655935000000000e-01,8.400000000000000e+06
2.636757000000000e-01,8.600000000000000e+06
2.631410000000000e-01,8.705330000000000e+06
2.626604000000000e-01,8.800000000000000e+06
2.620096000000000e-01,9.000000000000000e+06
2.614587000000000e-01,9.200000000000000e+06
2.613757000000000e-01,9.400000000000000e+06
2.617226000000000e-01,9.600000000000000e+06
2.625743000000000e-01,9.800000000000000e+06
2.614518000000000e-01,1.000000000000000e+07
2.631467000000000e-01,1.020000000000000e+07
2.628733000000000e-01,1.040000000000000e+07
2.620936000000000e-01,1.060000000000000e+07
2.626481000000000e-01,1.080000000000000e+07
2.604887000000000e-01,1.100000000000000e+07
2.611922000000000e-01,1.120000000000000e+07
2.601577000000000e-01,1.140000000000000e+07
2.589689000000000e-01,1.160000000000000e+07
2.580624000000000e-01,1.180000000000000e+07
2.559308000000000e-01,1.200000000000000e+07
2.550674000000000e-01,1.220000000000000e+07
2.533189000000000e-01,1.240000000000000e+07
2.519287000000000e-01,1.260000000000000e+07
2.510865000000000e-01,1.280000000000000e+07
2.496576000000000e-01,1.300000000000000e+07
2.493659000000000e-01,1.320000000000000e+07
2.487324000000000e-01,1.340000000000000e+07
2.486192000000000e-01,1.360000000000000e+07
2.487238000000000e-01,1.380000000000000e+07
2.475732000000000e-01,1.400000000000000e+07
2.474180000000000e-01,1.420000000000000e+07
2.468232000000000e-01,1.440000000000000e+07
2.462403000000000e-01,1.460000000000000e+07
2.459639000000000e-01,1.480000000000000e+07
2.462428000000000e-01,1.500000000000000e+07
